City,Category,Subcategory,Outcome,Count
Vadodra,Impacting Vehicle/Object,Two Wheelers,Minor Injury,97
Vadodra,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,254
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,12
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,22
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,11
Varanasi,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,42
Varanasi,Impacting Vehicle/Object,Bicycles,Greviously Injured,17
Varanasi,Impacting Vehicle/Object,Bicycles,Persons Killed,13
Varanasi,Impacting Vehicle/Object,Bicycles,Minor Injury,13
Varanasi,Impacting Vehicle/Object,Bicycles,Total number of Accidents,42
Varanasi,Impacting Vehicle/Object,Buses,Greviously Injured,21
Varanasi,Impacting Vehicle/Object,Buses,Persons Killed,24
Varanasi,Impacting Vehicle/Object,Buses,Minor Injury,12
Varanasi,Impacting Vehicle/Object,Buses,Total number of Accidents,48
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,28
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,32
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,21
Varanasi,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,63
Varanasi,Impacting Vehicle/Object,Other Non,Greviously Injured,10
Varanasi,Impacting Vehicle/Object,Other Non,Persons Killed,10
Varanasi,Impacting Vehicle/Object,Other Non,Minor Injury,7
Varanasi,Impacting Vehicle/Object,Other Non,Total number of Accidents,20
Varanasi,Impacting Vehicle/Object,Others,Greviously Injured,23
Varanasi,Impacting Vehicle/Object,Others,Persons Killed,33
Varanasi,Impacting Vehicle/Object,Others,Minor Injury,15
Varanasi,Impacting Vehicle/Object,Others,Total number of Accidents,56
Varanasi,Impacting Vehicle/Object,Pedestrian,Greviously Injured,26
Varanasi,Impacting Vehicle/Object,Pedestrian,Persons Killed,15
Varanasi,Impacting Vehicle/Object,Pedestrian,Minor Injury,14
Varanasi,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,53
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,23
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,33
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,14
Varanasi,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,60
Varanasi,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,22
Varanasi,Impacting Vehicle/Object,Two Wheelers,Persons Killed,31
Varanasi,Impacting Vehicle/Object,Two Wheelers,Minor Injury,16
Varanasi,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,61
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,32
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,8
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,45
Vijaywada city,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,43
Vijaywada city,Impacting Vehicle/Object,Bicycles,Greviously Injured,8
Vijaywada city,Impacting Vehicle/Object,Bicycles,Persons Killed,16
Vijaywada city,Impacting Vehicle/Object,Bicycles,Minor Injury,19
Vijaywada city,Impacting Vehicle/Object,Bicycles,Total number of Accidents,38
Vijaywada city,Impacting Vehicle/Object,Buses,Greviously Injured,6
Vijaywada city,Impacting Vehicle/Object,Buses,Persons Killed,3
Vijaywada city,Impacting Vehicle/Object,Buses,Minor Injury,2
Vijaywada city,Impacting Vehicle/Object,Buses,Total number of Accidents,9
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,21
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,15
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,32
Vijaywada city,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,96
Vijaywada city,Impacting Vehicle/Object,Other Non,Greviously Injured,3
Vijaywada city,Impacting Vehicle/Object,Other Non,Persons Killed,1
Vijaywada city,Impacting Vehicle/Object,Other Non,Minor Injury,3
Vijaywada city,Impacting Vehicle/Object,Other Non,Total number of Accidents,6
Vijaywada city,Impacting Vehicle/Object,Others,Greviously Injured,0
Vijaywada city,Impacting Vehicle/Object,Others,Persons Killed,0
Vijaywada city,Impacting Vehicle/Object,Others,Minor Injury,0
Vijaywada city,Impacting Vehicle/Object,Others,Total number of Accidents,5
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Greviously Injured,74
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Persons Killed,72
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Minor Injury,144
Vijaywada city,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,267
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,5
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,8
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,3
Vijaywada city,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,16
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,260
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Persons Killed,151
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Minor Injury,320
Vijaywada city,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,592
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Greviously Injured,52
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Persons Killed,5
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Minor Injury,23
Vizaq,Impacting Vehicle/Object,Auto Rickshaws,Total number of Accidents,63
Vizaq,Impacting Vehicle/Object,Bicycles,Greviously Injured,15
Vizaq,Impacting Vehicle/Object,Bicycles,Persons Killed,5
Vizaq,Impacting Vehicle/Object,Bicycles,Minor Injury,5
Vizaq,Impacting Vehicle/Object,Bicycles,Total number of Accidents,21
Vizaq,Impacting Vehicle/Object,Buses,Greviously Injured,21
Vizaq,Impacting Vehicle/Object,Buses,Persons Killed,2
Vizaq,Impacting Vehicle/Object,Buses,Minor Injury,9
Vizaq,Impacting Vehicle/Object,Buses,Total number of Accidents,28
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Greviously Injured,29
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Persons Killed,7
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Minor Injury,20
Vizaq,Impacting Vehicle/Object,"Cars, Taxis, Vans and LMV",Total number of Accidents,172
Vizaq,Impacting Vehicle/Object,Other Non,Greviously Injured,13
Vizaq,Impacting Vehicle/Object,Other Non,Persons Killed,5
Vizaq,Impacting Vehicle/Object,Other Non,Minor Injury,12
Vizaq,Impacting Vehicle/Object,Other Non,Total number of Accidents,29
Vizaq,Impacting Vehicle/Object,Others,Greviously Injured,9
Vizaq,Impacting Vehicle/Object,Others,Persons Killed,25
Vizaq,Impacting Vehicle/Object,Others,Minor Injury,16
Vizaq,Impacting Vehicle/Object,Others,Total number of Accidents,81
Vizaq,Impacting Vehicle/Object,Pedestrian,Greviously Injured,240
Vizaq,Impacting Vehicle/Object,Pedestrian,Persons Killed,82
Vizaq,Impacting Vehicle/Object,Pedestrian,Minor Injury,57
Vizaq,Impacting Vehicle/Object,Pedestrian,Total number of Accidents,361
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Greviously Injured,13
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Persons Killed,8
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Minor Injury,6
Vizaq,Impacting Vehicle/Object,Trucks/Lorries,Total number of Accidents,93
Vizaq,Impacting Vehicle/Object,Two Wheelers,Greviously Injured,402
Vizaq,Impacting Vehicle/Object,Two Wheelers,Persons Killed,116
Vizaq,Impacting Vehicle/Object,Two Wheelers,Minor Injury,240
Vizaq,Impacting Vehicle/Object,Two Wheelers,Total number of Accidents,917
Agra,Weather,Foggy and Misty,Greviously Injured,77
Agra,Weather,Foggy and Misty,Minor Injury,59
Agra,Weather,Foggy and Misty,Persons Killed,107
Agra,Weather,Foggy and Misty,Total number of Accidents,215
Agra,Weather,Foggy and Misty,Total Injured,136
Agra,Weather,Hail/Sleet,Greviously Injured,42
Agra,Weather,Hail/Sleet,Minor Injury,23
Agra,Weather,Hail/Sleet,Persons Killed,35
Agra,Weather,Hail/Sleet,Total number of Accidents,59
Agra,Weather,Hail/Sleet,Total Injured,65
Agra,Weather,Others,Greviously Injured,77
Agra,Weather,Others,Minor Injury,21
Agra,Weather,Others,Persons Killed,127
Agra,Weather,Others,Total number of Accidents,195
Agra,Weather,Others,Total Injured,98
Agra,Weather,Rainy,Greviously Injured,87
Agra,Weather,Rainy,Minor Injury,78
Agra,Weather,Rainy,Persons Killed,123
Agra,Weather,Rainy,Total number of Accidents,240
Agra,Weather,Rainy,Total Injured,165
Agra,Weather,Sunny/Clear,Greviously Injured,94
Agra,Weather,Sunny/Clear,Minor Injury,75
Agra,Weather,Sunny/Clear,Persons Killed,122
Agra,Weather,Sunny/Clear,Total number of Accidents,197
Agra,Weather,Sunny/Clear,Total Injured,169
Ahmedabad,Weather,Foggy and Misty,Greviously Injured,0
Ahmedabad,Weather,Foggy and Misty,Minor Injury,0
Ahmedabad,Weather,Foggy and Misty,Persons Killed,0
Ahmedabad,Weather,Foggy and Misty,Total number of Accidents,0
Ahmedabad,Weather,Foggy and Misty,Total Injured,0
Ahmedabad,Weather,Hail/Sleet,Greviously Injured,0
Ahmedabad,Weather,Hail/Sleet,Minor Injury,0
Ahmedabad,Weather,Hail/Sleet,Persons Killed,0
Ahmedabad,Weather,Hail/Sleet,Total number of Accidents,0
Ahmedabad,Weather,Hail/Sleet,Total Injured,0
Ahmedabad,Weather,Others,Greviously Injured,0
Ahmedabad,Weather,Others,Minor Injury,0
Ahmedabad,Weather,Others,Persons Killed,0
Ahmedabad,Weather,Others,Total number of Accidents,0
Ahmedabad,Weather,Others,Total Injured,0
Ahmedabad,Weather,Rainy,Greviously Injured,0
Ahmedabad,Weather,Rainy,Minor Injury,0
Ahmedabad,Weather,Rainy,Persons Killed,0
Ahmedabad,Weather,Rainy,Total number of Accidents,0
Ahmedabad,Weather,Rainy,Total Injured,0
Ahmedabad,Weather,Sunny/Clear,Greviously Injured,476
Ahmedabad,Weather,Sunny/Clear,Minor Injury,310
Ahmedabad,Weather,Sunny/Clear,Persons Killed,340
Ahmedabad,Weather,Sunny/Clear,Total number of Accidents,1185
Ahmedabad,Weather,Sunny/Clear,Total Injured,786
Allahabad(Prayagraj),Weather,Foggy and Misty,Greviously Injured,22
Allahabad(Prayagraj),Weather,Foggy and Misty,Minor Injury,116
Allahabad(Prayagraj),Weather,Foggy and Misty,Persons Killed,98
Allahabad(Prayagraj),Weather,Foggy and Misty,Total number of Accidents,213
Allahabad(Prayagraj),Weather,Foggy and Misty,Total Injured,138
Allahabad(Prayagraj),Weather,Hail/Sleet,Greviously Injured,23
Allahabad(Prayagraj),Weather,Hail/Sleet,Minor Injury,114
Allahabad(Prayagraj),Weather,Hail/Sleet,Persons Killed,92
Allahabad(Prayagraj),Weather,Hail/Sleet,Total number of Accidents,216
Allahabad(Prayagraj),Weather,Hail/Sleet,Total Injured,137
Allahabad(Prayagraj),Weather,Others,Greviously Injured,24
Allahabad(Prayagraj),Weather,Others,Minor Injury,99
Allahabad(Prayagraj),Weather,Others,Persons Killed,107
Allahabad(Prayagraj),Weather,Others,Total number of Accidents,209
Allahabad(Prayagraj),Weather,Others,Total Injured,123
Allahabad(Prayagraj),Weather,Rainy,Greviously Injured,21
Allahabad(Prayagraj),Weather,Rainy,Minor Injury,128
Allahabad(Prayagraj),Weather,Rainy,Persons Killed,92
Allahabad(Prayagraj),Weather,Rainy,Total number of Accidents,209
Allahabad(Prayagraj),Weather,Rainy,Total Injured,149
Allahabad(Prayagraj),Weather,Sunny/Clear,Greviously Injured,31
Allahabad(Prayagraj),Weather,Sunny/Clear,Minor Injury,154
Allahabad(Prayagraj),Weather,Sunny/Clear,Persons Killed,128
Allahabad(Prayagraj),Weather,Sunny/Clear,Total number of Accidents,305
Allahabad(Prayagraj),Weather,Sunny/Clear,Total Injured,185
Amritsar,Weather,Foggy and Misty,Greviously Injured,1
Amritsar,Weather,Foggy and Misty,Minor Injury,1
Amritsar,Weather,Foggy and Misty,Persons Killed,5
Amritsar,Weather,Foggy and Misty,Total number of Accidents,6
Amritsar,Weather,Foggy and Misty,Total Injured,2
Amritsar,Weather,Hail/Sleet,Greviously Injured,0
Amritsar,Weather,Hail/Sleet,Minor Injury,2
Amritsar,Weather,Hail/Sleet,Persons Killed,1
Amritsar,Weather,Hail/Sleet,Total number of Accidents,2
Amritsar,Weather,Hail/Sleet,Total Injured,2
Amritsar,Weather,Others,Greviously Injured,6
Amritsar,Weather,Others,Minor Injury,9
Amritsar,Weather,Others,Persons Killed,19
Amritsar,Weather,Others,Total number of Accidents,32
Amritsar,Weather,Others,Total Injured,15
Amritsar,Weather,Rainy,Greviously Injured,0
Amritsar,Weather,Rainy,Minor Injury,0
Amritsar,Weather,Rainy,Persons Killed,0
Amritsar,Weather,Rainy,Total number of Accidents,0
Amritsar,Weather,Rainy,Total Injured,0
Amritsar,Weather,Sunny/Clear,Greviously Injured,31
Amritsar,Weather,Sunny/Clear,Minor Injury,9
Amritsar,Weather,Sunny/Clear,Persons Killed,41
Amritsar,Weather,Sunny/Clear,Total number of Accidents,60
Amritsar,Weather,Sunny/Clear,Total Injured,40
Asansol Durgapur,Weather,Foggy and Misty,Greviously Injured,33
Asansol Durgapur,Weather,Foggy and Misty,Minor Injury,6
Asansol Durgapur,Weather,Foggy and Misty,Persons Killed,36
Asansol Durgapur,Weather,Foggy and Misty,Total number of Accidents,48
Asansol Durgapur,Weather,Foggy and Misty,Total Injured,39
Asansol Durgapur,Weather,Hail/Sleet,Greviously Injured,1
Asansol Durgapur,Weather,Hail/Sleet,Minor Injury,0
Asansol Durgapur,Weather,Hail/Sleet,Persons Killed,0
Asansol Durgapur,Weather,Hail/Sleet,Total number of Accidents,1
Asansol Durgapur,Weather,Hail/Sleet,Total Injured,1
Asansol Durgapur,Weather,Others,Greviously Injured,85
Asansol Durgapur,Weather,Others,Minor Injury,25
Asansol Durgapur,Weather,Others,Persons Killed,150
Asansol Durgapur,Weather,Others,Total number of Accidents,190
Asansol Durgapur,Weather,Others,Total Injured,110
Asansol Durgapur,Weather,Rainy,Greviously Injured,1
Asansol Durgapur,Weather,Rainy,Minor Injury,0
Asansol Durgapur,Weather,Rainy,Persons Killed,1
Asansol Durgapur,Weather,Rainy,Total number of Accidents,2
Asansol Durgapur,Weather,Rainy,Total Injured,1
Asansol Durgapur,Weather,Sunny/Clear,Greviously Injured,83
Asansol Durgapur,Weather,Sunny/Clear,Minor Injury,12
Asansol Durgapur,Weather,Sunny/Clear,Persons Killed,128
Asansol Durgapur,Weather,Sunny/Clear,Total number of Accidents,187
Asansol Durgapur,Weather,Sunny/Clear,Total Injured,95
Aurangabad,Weather,Foggy and Misty,Greviously Injured,0
Aurangabad,Weather,Foggy and Misty,Minor Injury,0
Aurangabad,Weather,Foggy and Misty,Persons Killed,0
Aurangabad,Weather,Foggy and Misty,Total number of Accidents,0
Aurangabad,Weather,Foggy and Misty,Total Injured,0
Aurangabad,Weather,Hail/Sleet,Greviously Injured,0
Aurangabad,Weather,Hail/Sleet,Minor Injury,0
Aurangabad,Weather,Hail/Sleet,Persons Killed,0
Aurangabad,Weather,Hail/Sleet,Total number of Accidents,0
Aurangabad,Weather,Hail/Sleet,Total Injured,0
Aurangabad,Weather,Others,Greviously Injured,0
Aurangabad,Weather,Others,Minor Injury,0
Aurangabad,Weather,Others,Persons Killed,0
Aurangabad,Weather,Others,Total number of Accidents,0
Aurangabad,Weather,Others,Total Injured,0
Aurangabad,Weather,Rainy,Greviously Injured,2
Aurangabad,Weather,Rainy,Minor Injury,0
Aurangabad,Weather,Rainy,Persons Killed,1
Aurangabad,Weather,Rainy,Total number of Accidents,3
Aurangabad,Weather,Rainy,Total Injured,2
Aurangabad,Weather,Sunny/Clear,Greviously Injured,218
Aurangabad,Weather,Sunny/Clear,Minor Injury,73
Aurangabad,Weather,Sunny/Clear,Persons Killed,135
Aurangabad,Weather,Sunny/Clear,Total number of Accidents,403
Aurangabad,Weather,Sunny/Clear,Total Injured,291
Bengaluru,Weather,Foggy and Misty,Greviously Injured,66
Bengaluru,Weather,Foggy and Misty,Minor Injury,13
Bengaluru,Weather,Foggy and Misty,Persons Killed,29
Bengaluru,Weather,Foggy and Misty,Total number of Accidents,104
Bengaluru,Weather,Foggy and Misty,Total Injured,79
Bengaluru,Weather,Hail/Sleet,Greviously Injured,0
Bengaluru,Weather,Hail/Sleet,Minor Injury,0
Bengaluru,Weather,Hail/Sleet,Persons Killed,0
Bengaluru,Weather,Hail/Sleet,Total number of Accidents,0
Bengaluru,Weather,Hail/Sleet,Total Injured,0
Bengaluru,Weather,Others,Greviously Injured,0
Bengaluru,Weather,Others,Minor Injury,0
Bengaluru,Weather,Others,Persons Killed,0
Bengaluru,Weather,Others,Total number of Accidents,0
Bengaluru,Weather,Others,Total Injured,0
Bengaluru,Weather,Rainy,Greviously Injured,46
Bengaluru,Weather,Rainy,Minor Injury,37
Bengaluru,Weather,Rainy,Persons Killed,30
Bengaluru,Weather,Rainy,Total number of Accidents,115
Bengaluru,Weather,Rainy,Total Injured,83
Bengaluru,Weather,Sunny/Clear,Greviously Injured,1595
Bengaluru,Weather,Sunny/Clear,Minor Injury,994
Bengaluru,Weather,Sunny/Clear,Persons Killed,587
Bengaluru,Weather,Sunny/Clear,Total number of Accidents,3014
Bengaluru,Weather,Sunny/Clear,Total Injured,2589
Bhopal,Weather,Foggy and Misty,Greviously Injured,11
Bhopal,Weather,Foggy and Misty,Minor Injury,37
Bhopal,Weather,Foggy and Misty,Persons Killed,11
Bhopal,Weather,Foggy and Misty,Total number of Accidents,59
Bhopal,Weather,Foggy and Misty,Total Injured,48
Bhopal,Weather,Hail/Sleet,Greviously Injured,2
Bhopal,Weather,Hail/Sleet,Minor Injury,5
Bhopal,Weather,Hail/Sleet,Persons Killed,2
Bhopal,Weather,Hail/Sleet,Total number of Accidents,11
Bhopal,Weather,Hail/Sleet,Total Injured,7
Bhopal,Weather,Others,Greviously Injured,29
Bhopal,Weather,Others,Minor Injury,147
Bhopal,Weather,Others,Persons Killed,31
Bhopal,Weather,Others,Total number of Accidents,263
Bhopal,Weather,Others,Total Injured,176
Bhopal,Weather,Rainy,Greviously Injured,21
Bhopal,Weather,Rainy,Minor Injury,162
Bhopal,Weather,Rainy,Persons Killed,24
Bhopal,Weather,Rainy,Total number of Accidents,198
Bhopal,Weather,Rainy,Total Injured,183
Bhopal,Weather,Sunny/Clear,Greviously Injured,123
Bhopal,Weather,Sunny/Clear,Minor Injury,1270
Bhopal,Weather,Sunny/Clear,Persons Killed,169
Bhopal,Weather,Sunny/Clear,Total number of Accidents,1764
Bhopal,Weather,Sunny/Clear,Total Injured,1393
Chandigarh,Weather,Foggy and Misty,Greviously Injured,0
Chandigarh,Weather,Foggy and Misty,Minor Injury,3
Chandigarh,Weather,Foggy and Misty,Persons Killed,6
Chandigarh,Weather,Foggy and Misty,Total number of Accidents,6
Chandigarh,Weather,Foggy and Misty,Total Injured,3
Chandigarh,Weather,Hail/Sleet,Greviously Injured,0
Chandigarh,Weather,Hail/Sleet,Minor Injury,0
Chandigarh,Weather,Hail/Sleet,Persons Killed,0
Chandigarh,Weather,Hail/Sleet,Total number of Accidents,0
Chandigarh,Weather,Hail/Sleet,Total Injured,0
Chandigarh,Weather,Others,Greviously Injured,0
Chandigarh,Weather,Others,Minor Injury,0
Chandigarh,Weather,Others,Persons Killed,0
Chandigarh,Weather,Others,Total number of Accidents,0
Chandigarh,Weather,Others,Total Injured,0
Chandigarh,Weather,Rainy,Greviously Injured,0
Chandigarh,Weather,Rainy,Minor Injury,0
Chandigarh,Weather,Rainy,Persons Killed,1
Chandigarh,Weather,Rainy,Total number of Accidents,1
Chandigarh,Weather,Rainy,Total Injured,0
Chandigarh,Weather,Sunny/Clear,Greviously Injured,14
Chandigarh,Weather,Sunny/Clear,Minor Injury,131
Chandigarh,Weather,Sunny/Clear,Persons Killed,46
Chandigarh,Weather,Sunny/Clear,Total number of Accidents,152
Chandigarh,Weather,Sunny/Clear,Total Injured,145
Chennai,Weather,Foggy and Misty,Greviously Injured,187
Chennai,Weather,Foggy and Misty,Minor Injury,407
Chennai,Weather,Foggy and Misty,Persons Killed,132
Chennai,Weather,Foggy and Misty,Total number of Accidents,667
Chennai,Weather,Foggy and Misty,Total Injured,594
Chennai,Weather,Hail/Sleet,Greviously Injured,0
Chennai,Weather,Hail/Sleet,Minor Injury,0
Chennai,Weather,Hail/Sleet,Persons Killed,0
Chennai,Weather,Hail/Sleet,Total number of Accidents,0
Chennai,Weather,Hail/Sleet,Total Injured,0
Chennai,Weather,Others,Greviously Injured,143
Chennai,Weather,Others,Minor Injury,269
Chennai,Weather,Others,Persons Killed,144
Chennai,Weather,Others,Total number of Accidents,507
Chennai,Weather,Others,Total Injured,412
Chennai,Weather,Rainy,Greviously Injured,279
Chennai,Weather,Rainy,Minor Injury,1521
Chennai,Weather,Rainy,Persons Killed,289
Chennai,Weather,Rainy,Total number of Accidents,1655
Chennai,Weather,Rainy,Total Injured,1800
Chennai,Weather,Sunny/Clear,Greviously Injured,332
Chennai,Weather,Sunny/Clear,Minor Injury,1125
Chennai,Weather,Sunny/Clear,Persons Killed,307
Chennai,Weather,Sunny/Clear,Total number of Accidents,1560
Chennai,Weather,Sunny/Clear,Total Injured,1457
Coimbatore,Weather,Foggy and Misty,Greviously Injured,27
Coimbatore,Weather,Foggy and Misty,Minor Injury,29
Coimbatore,Weather,Foggy and Misty,Persons Killed,4
Coimbatore,Weather,Foggy and Misty,Total number of Accidents,53
Coimbatore,Weather,Foggy and Misty,Total Injured,56
Coimbatore,Weather,Hail/Sleet,Greviously Injured,0
Coimbatore,Weather,Hail/Sleet,Minor Injury,0
Coimbatore,Weather,Hail/Sleet,Persons Killed,0
Coimbatore,Weather,Hail/Sleet,Total number of Accidents,0
Coimbatore,Weather,Hail/Sleet,Total Injured,0
Coimbatore,Weather,Others,Greviously Injured,0
Coimbatore,Weather,Others,Minor Injury,0
Coimbatore,Weather,Others,Persons Killed,0
Coimbatore,Weather,Others,Total number of Accidents,0
Coimbatore,Weather,Others,Total Injured,0
Coimbatore,Weather,Rainy,Greviously Injured,53
Coimbatore,Weather,Rainy,Minor Injury,61
Coimbatore,Weather,Rainy,Persons Killed,9
Coimbatore,Weather,Rainy,Total number of Accidents,111
Coimbatore,Weather,Rainy,Total Injured,114
Coimbatore,Weather,Sunny/Clear,Greviously Injured,267
Coimbatore,Weather,Sunny/Clear,Minor Injury,285
Coimbatore,Weather,Sunny/Clear,Persons Killed,52
Coimbatore,Weather,Sunny/Clear,Total number of Accidents,543
Coimbatore,Weather,Sunny/Clear,Total Injured,552
Delhi,Weather,Foggy and Misty,Greviously Injured,13
Delhi,Weather,Foggy and Misty,Minor Injury,204
Delhi,Weather,Foggy and Misty,Persons Killed,31
Delhi,Weather,Foggy and Misty,Total number of Accidents,194
Delhi,Weather,Foggy and Misty,Total Injured,217
Delhi,Weather,Hail/Sleet,Greviously Injured,0
Delhi,Weather,Hail/Sleet,Minor Injury,0
Delhi,Weather,Hail/Sleet,Persons Killed,0
Delhi,Weather,Hail/Sleet,Total number of Accidents,0
Delhi,Weather,Hail/Sleet,Total Injured,0
Delhi,Weather,Others,Greviously Injured,76
Delhi,Weather,Others,Minor Injury,973
Delhi,Weather,Others,Persons Killed,478
Delhi,Weather,Others,Total number of Accidents,1334
Delhi,Weather,Others,Total Injured,1049
Delhi,Weather,Rainy,Greviously Injured,17
Delhi,Weather,Rainy,Minor Injury,308
Delhi,Weather,Rainy,Persons Killed,36
Delhi,Weather,Rainy,Total number of Accidents,265
Delhi,Weather,Rainy,Total Injured,325
Delhi,Weather,Sunny/Clear,Greviously Injured,106
Delhi,Weather,Sunny/Clear,Minor Injury,1965
Delhi,Weather,Sunny/Clear,Persons Killed,651
Delhi,Weather,Sunny/Clear,Total number of Accidents,2385
Delhi,Weather,Sunny/Clear,Total Injured,2071
Dhanbad,Weather,Foggy and Misty,Greviously Injured,5
Dhanbad,Weather,Foggy and Misty,Minor Injury,3
Dhanbad,Weather,Foggy and Misty,Persons Killed,3
Dhanbad,Weather,Foggy and Misty,Total number of Accidents,9
Dhanbad,Weather,Foggy and Misty,Total Injured,8
Dhanbad,Weather,Hail/Sleet,Greviously Injured,2
Dhanbad,Weather,Hail/Sleet,Minor Injury,4
Dhanbad,Weather,Hail/Sleet,Persons Killed,1
Dhanbad,Weather,Hail/Sleet,Total number of Accidents,8
Dhanbad,Weather,Hail/Sleet,Total Injured,6
Dhanbad,Weather,Others,Greviously Injured,18
Dhanbad,Weather,Others,Minor Injury,7
Dhanbad,Weather,Others,Persons Killed,29
Dhanbad,Weather,Others,Total number of Accidents,45
Dhanbad,Weather,Others,Total Injured,25
Dhanbad,Weather,Rainy,Greviously Injured,40
Dhanbad,Weather,Rainy,Minor Injury,8
Dhanbad,Weather,Rainy,Persons Killed,31
Dhanbad,Weather,Rainy,Total number of Accidents,74
Dhanbad,Weather,Rainy,Total Injured,48
Dhanbad,Weather,Sunny/Clear,Greviously Injured,7
Dhanbad,Weather,Sunny/Clear,Minor Injury,4
Dhanbad,Weather,Sunny/Clear,Persons Killed,19
Dhanbad,Weather,Sunny/Clear,Total number of Accidents,28
Dhanbad,Weather,Sunny/Clear,Total Injured,11
Faridabad,Weather,Foggy and Misty,Greviously Injured,6
Faridabad,Weather,Foggy and Misty,Minor Injury,37
Faridabad,Weather,Foggy and Misty,Persons Killed,20
Faridabad,Weather,Foggy and Misty,Total number of Accidents,54
Faridabad,Weather,Foggy and Misty,Total Injured,43
Faridabad,Weather,Hail/Sleet,Greviously Injured,0
Faridabad,Weather,Hail/Sleet,Minor Injury,0
Faridabad,Weather,Hail/Sleet,Persons Killed,0
Faridabad,Weather,Hail/Sleet,Total number of Accidents,0
Faridabad,Weather,Hail/Sleet,Total Injured,0
Faridabad,Weather,Others,Greviously Injured,0
Faridabad,Weather,Others,Minor Injury,0
Faridabad,Weather,Others,Persons Killed,0
Faridabad,Weather,Others,Total number of Accidents,0
Faridabad,Weather,Others,Total Injured,0
Faridabad,Weather,Rainy,Greviously Injured,0
Faridabad,Weather,Rainy,Minor Injury,0
Faridabad,Weather,Rainy,Persons Killed,0
Faridabad,Weather,Rainy,Total number of Accidents,0
Faridabad,Weather,Rainy,Total Injured,0
Faridabad,Weather,Sunny/Clear,Greviously Injured,59
Faridabad,Weather,Sunny/Clear,Minor Injury,319
Faridabad,Weather,Sunny/Clear,Persons Killed,175
Faridabad,Weather,Sunny/Clear,Total number of Accidents,435
Faridabad,Weather,Sunny/Clear,Total Injured,378
Ghaziabad,Weather,Foggy and Misty,Greviously Injured,79
Ghaziabad,Weather,Foggy and Misty,Minor Injury,34
Ghaziabad,Weather,Foggy and Misty,Persons Killed,83
Ghaziabad,Weather,Foggy and Misty,Total number of Accidents,187
Ghaziabad,Weather,Foggy and Misty,Total Injured,113
Ghaziabad,Weather,Hail/Sleet,Greviously Injured,0
Ghaziabad,Weather,Hail/Sleet,Minor Injury,0
Ghaziabad,Weather,Hail/Sleet,Persons Killed,0
